,h2h
729,0.0
730,0.25
731,0.14285714285714285
732,0.5
733,0.0
734,0.3333333333333333
735,0.5
736,0.6
737,1.0
738,0.0
739,0.5
740,1.0
741,1.0
742,1.0
743,0.3333333333333333
744,0.0
745,0.25
746,1.0
747,0.6666666666666666
748,0.875
749,1.0
750,0.0
751,1.0
752,0.0
753,1.0
754,1.0
755,0.0
756,0.5
757,1.0
758,0.5714285714285714
759,1.0
760,0.5
761,0.6666666666666666
762,0.5
763,0.0
764,1.0
765,0.5555555555555556
766,0.5
767,1.0
768,1.0
769,0.6
770,0.5
771,1.0
772,0.0
773,1.0
774,0.0
775,1.0
776,0.0
777,0.5
778,0.0
779,1.0
780,0.7777777777777778
781,0.6666666666666666
782,0.0
783,0.5
784,0.0
785,1.0
786,0.7142857142857143
787,1.0
788,0.0
789,1.0
790,1.0
791,1.0
792,0.5
793,0.0
794,0.75
795,0.0
796,0.75
797,0.0
798,0.5
799,0.0
800,1.0
801,0.0
802,0.6666666666666666
803,0.0
804,0.0
805,0.5714285714285714
806,0.0
807,0.0
808,0.0
809,0.5
810,1.0
811,0.2
812,1.0
813,1.0
814,0.6666666666666666
815,0.8
816,0.0
817,0.5
818,0.5
819,0.375
820,0.5
821,0.5
822,0.0
823,1.0
824,0.5
825,0.3333333333333333
826,0.0
827,0.42857142857142855
828,0.6666666666666666
829,1.0
830,1.0
831,1.0
832,1.0
833,0.0
834,0.75
835,0.5
836,0.5
837,1.0
838,0.25
839,0.0
840,0.75
841,1.0
842,0.3333333333333333
843,0.25
844,0.6666666666666666
845,0.6
846,1.0
847,0.6666666666666666
848,1.0
849,0.0
850,0.6
851,0.75
852,0.3
853,0.5
854,0.6666666666666666
855,1.0
856,1.0
857,1.0
858,0.0
859,0.8
860,0.5
861,1.0
862,0.5
863,0.0
864,0.0
865,0.5
866,0.6666666666666666
867,0.0
868,0.3333333333333333
869,1.0
870,1.0
871,0.5
872,0.6666666666666666
873,0.5
874,0.3333333333333333
875,0.3333333333333333
876,1.0
877,1.0
878,0.0
879,1.0
880,0.0
881,0.5454545454545454
882,1.0
883,0.5
884,1.0
885,1.0
886,0.5
887,0.0
888,1.0
889,0.3333333333333333
890,0.25
891,0.4
892,0.75
893,1.0
894,0.0
895,1.0
896,1.0
897,0.0
898,0.6666666666666666
899,1.0
900,0.5
901,0.0
902,0.0
903,0.0
904,1.0
905,0.6666666666666666
906,0.5
907,1.0
908,0.0
909,0.0
910,0.6666666666666666
911,1.0
912,1.0
913,0.0
914,1.0
915,0.3333333333333333
916,0.4
917,0.0
918,1.0
919,1.0
920,0.5
921,0.3333333333333333
922,0.0
923,0.3333333333333333
924,0.5
925,1.0
926,0.0
927,0.6666666666666666
928,0.8333333333333334
929,1.0
930,1.0
931,0.5
932,0.5555555555555556
933,0.5
934,0.0
935,1.0
936,0.4166666666666667
937,0.3333333333333333
938,1.0
939,1.0
940,1.0
941,0.3333333333333333
942,0.5
943,1.0
944,0.6666666666666666
945,0.3333333333333333
946,1.0
947,0.75
948,0.6666666666666666
949,0.5
950,0.625
951,0.0
952,1.0
953,1.0
954,0.0
955,0.0
956,0.38461538461538464
957,0.6666666666666666
958,0.0
959,0.25
960,0.6666666666666666
961,0.8
962,0.4
963,0.3333333333333333
964,0.0
965,0.0
966,0.0
967,0.0
968,1.0
969,0.3333333333333333
970,0.0
971,0.3333333333333333
972,0.6
973,1.0
974,0.0
975,0.5
976,0.5
977,0.5
978,0.0
979,0.0
980,0.0
981,0.0
982,0.6
983,0.0
984,0.0
985,0.0
986,0.0
987,1.0
988,0.0
989,0.3333333333333333
990,0.0
991,0.5
992,1.0
993,1.0
994,0.0
995,0.5
996,0.6666666666666666
997,1.0
998,1.0
999,0.0
1000,1.0
1001,1.0
1002,0.4
1003,0.5
1004,1.0
1005,0.5
1006,1.0
1007,1.0
1008,0.0
1009,0.75
1010,0.0
1011,1.0
1012,0.2
1013,0.3333333333333333
1014,0.5
1015,1.0
1016,0.5
1017,0.5
1018,0.0
1019,0.0
1020,0.8571428571428571
1021,0.5
1022,0.4
1023,0.5
1024,0.0
1025,0.5
1026,0.3333333333333333
1027,1.0
1028,0.0
1029,0.0
1030,0.8
1031,0.5
1032,1.0
1033,0.0
1034,1.0
1035,0.0
1036,0.0
1037,0.5
1038,0.6666666666666666
1039,0.6666666666666666
1040,0.0
1041,0.5
1042,1.0
1043,0.5
1044,0.25
1045,0.5
1046,0.5
1047,0.5
1048,0.6666666666666666
1049,0.6666666666666666
1050,0.5
1051,0.0
1052,0.3333333333333333
1053,0.0
1054,0.5
1055,1.0
1056,0.0
1057,0.0
1058,0.0
1059,0.3333333333333333
1060,0.3333333333333333
1061,0.0
1062,0.5
1063,0.0
1064,0.75
1065,0.3333333333333333
1066,1.0
1067,0.0
1068,1.0
1069,0.3333333333333333
1070,0.0
1071,1.0
1072,1.0
1073,1.0
1074,0.0
1075,0.3333333333333333
1076,0.375
1077,0.0
1078,1.0
1079,0.0
1080,0.5
1081,0.5
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.5
1087,0.0
1088,1.0
1089,0.5
1090,1.0
1091,0.5
1092,0.0
1093,1.0
1094,1.0
1095,1.0
1096,0.7777777777777778
1097,0.0
1098,0.5
1099,0.6666666666666666
1100,1.0
1101,1.0
1102,0.6666666666666666
1103,0.5
1104,0.0
1105,0.5
1106,0.0
1107,0.5
1108,1.0
1109,1.0
1110,0.0
1111,1.0
1112,0.3333333333333333
1113,0.6666666666666666
1114,0.5
1115,0.625
1116,1.0
1117,1.0
1118,1.0
1119,0.5
1120,0.3333333333333333
1121,0.3333333333333333
1122,0.0
1123,0.0
1124,1.0
1125,1.0
1126,1.0
1127,0.0
1128,0.3333333333333333
1129,0.3333333333333333
1130,0.0
1131,0.5
1132,0.4
1133,0.4
1134,1.0
1135,1.0
1136,0.375
1137,0.8
1138,0.5
1139,1.0
1140,0.5
1141,0.0
1142,0.5
1143,0.5
1144,0.0
1145,0.2
1146,0.0
1147,0.3333333333333333
1148,0.5
1149,0.0
1150,1.0
1151,0.5
1152,0.0
1153,0.0
1154,1.0
1155,0.5
1156,1.0
1157,1.0
1158,0.75
1159,0.5384615384615384
1160,0.0
1161,1.0
1162,0.5
1163,1.0
1164,1.0
1165,1.0
1166,0.6666666666666666
1167,0.0
1168,0.0
1169,1.0
1170,0.5
1171,1.0
1172,0.3333333333333333
1173,0.6666666666666666
1174,0.6666666666666666
1175,0.0
1176,0.0
1177,1.0
1178,0.42857142857142855
1179,0.3333333333333333
1180,0.6666666666666666
1181,0.5
1182,0.25
1183,0.0
1184,0.5
1185,1.0
1186,0.0
1187,0.0
1188,1.0
1189,0.5
1190,1.0
1191,0.4
1192,0.5
1193,0.0
1194,0.6
1195,1.0
1196,1.0
1197,0.375
1198,0.5
1199,0.5714285714285714
1200,1.0
1201,0.6666666666666666
1202,1.0
1203,0.0
1204,1.0
1205,0.25
1206,0.3333333333333333
1207,1.0
1208,0.0
1209,0.0
1210,1.0
1211,0.5
1212,0.3333333333333333
1213,0.0
1214,0.0
1215,0.8
1216,0.0
1217,0.0
1218,1.0
1219,0.5
1220,1.0
1221,0.5
1222,1.0
1223,0.5
1224,1.0
1225,0.5
1226,1.0
1227,0.3333333333333333
1228,0.75
1229,0.6666666666666666
1230,1.0
1231,0.0
1232,0.42857142857142855
1233,1.0
1234,0.0
1235,0.0
1236,0.5
1237,0.0
1238,0.5
1239,0.0
1240,0.5
1241,0.0
1242,1.0
1243,0.375
1244,0.5
1245,1.0
1246,0.5
1247,0.0
1248,0.5
1249,0.5
1250,0.6666666666666666
1251,0.375
1252,0.0
1253,1.0
1254,0.6666666666666666
1255,0.6666666666666666
1256,0.6666666666666666
1257,0.3333333333333333
1258,0.6666666666666666
1259,1.0
1260,1.0
1261,0.5
1262,0.0
1263,0.0
1264,1.0
1265,0.5
1266,0.0
1267,0.5
1268,1.0
1269,0.0
1270,0.0
1271,1.0
1272,0.0
1273,1.0
1274,1.0
1275,0.0
1276,0.4
1277,1.0
1278,0.5
1279,0.5
1280,1.0
1281,0.0
1282,0.5
1283,0.0
1284,1.0
1285,0.0
1286,1.0
1287,0.5
1288,1.0
1289,0.6666666666666666
1290,1.0
1291,0.0
1292,1.0
1293,1.0
1294,0.25
1295,1.0
1296,0.875
1297,0.2857142857142857
1298,0.0
1299,0.5714285714285714
1300,0.6666666666666666
1301,0.6666666666666666
1302,0.5
1303,0.8333333333333334
1304,1.0
1305,1.0
1306,1.0
1307,1.0
1308,0.0
1309,0.0
1310,0.0
1311,1.0
1312,0.5
1313,0.3333333333333333
1314,0.0
1315,0.4
1316,0.0
1317,0.5
1318,0.5
1319,1.0
1320,0.0
1321,1.0
1322,0.5
1323,0.5
1324,0.0
1325,0.6666666666666666
1326,0.0
1327,0.75
1328,1.0
1329,0.4
1330,0.0
1331,1.0
1332,1.0
1333,0.5
1334,0.5
1335,0.0
1336,0.0
1337,0.4
1338,0.5
1339,1.0
1340,0.75
1341,0.0
1342,0.6666666666666666
1343,0.0
1344,0.5
1345,0.375
1346,0.5
1347,0.38461538461538464
1348,1.0
1349,1.0
1350,0.5
1351,0.0
1352,0.3333333333333333
1353,0.5
1354,0.14285714285714285
1355,1.0
1356,0.5
1357,0.0
1358,0.5
1359,0.75
1360,1.0
1361,0.6666666666666666
1362,1.0
1363,0.0
1364,0.25
1365,0.5
1366,0.6666666666666666
1367,1.0
1368,0.8
1369,0.5
1370,0.0
1371,1.0
1372,0.25
1373,1.0
1374,0.5
1375,1.0
1376,0.5
1377,1.0
1378,0.25
1379,0.0
1380,1.0
1381,0.5
1382,0.5
1383,0.5714285714285714
1384,1.0
1385,0.4
1386,0.75
1387,0.4
1388,1.0
1389,0.5
1390,1.0
1391,0.0
1392,0.0
1393,0.0
1394,0.5
1395,0.5
1396,0.16666666666666666
1397,0.8
1398,0.5714285714285714
1399,1.0
1400,0.5
1401,0.0
1402,1.0
1403,1.0
1404,1.0
1405,1.0
1406,1.0
1407,0.5
1408,0.0
1409,0.75
1410,1.0
1411,0.5714285714285714
1412,1.0
1413,1.0
1414,0.0
1415,0.0
1416,0.0
1417,0.5
1418,1.0
1419,0.5
1420,0.5
1421,0.6
1422,0.7142857142857143
1423,0.6666666666666666
1424,1.0
1425,0.4
1426,0.4
1427,0.42857142857142855
1428,0.8333333333333334
1429,1.0
1430,0.0
1431,0.3333333333333333
1432,0.6666666666666666
1433,1.0
1434,0.3333333333333333
1435,0.0
1436,0.5
1437,0.6666666666666666
1438,0.8
1439,0.5
1440,0.0
1441,1.0
1442,1.0
1443,0.0
1444,1.0
1445,0.3333333333333333
1446,1.0
1447,0.4
1448,0.0
1449,0.5
1450,0.4
1451,1.0
1452,0.6666666666666666
1453,1.0
1454,0.2857142857142857
1455,1.0
1456,0.0
1457,1.0
1458,1.0
1459,0.5
1460,0.25
1461,0.42857142857142855
1462,0.0
1463,1.0
1464,0.5
1465,0.0
1466,0.0
1467,1.0
1468,1.0
1469,0.5714285714285714
1470,0.0
1471,0.0
1472,0.2
1473,1.0
1474,0.0
1475,1.0
1476,0.0
1477,0.875
1478,0.0
1479,1.0
1480,0.5
1481,1.0
1482,0.0
1483,1.0
1484,0.0
1485,0.3333333333333333
1486,0.4
1487,1.0
1488,0.3333333333333333
1489,0.5
1490,0.3333333333333333
1491,0.0
1492,0.5
1493,0.0
1494,0.5
1495,0.0
1496,0.5
1497,1.0
1498,1.0
1499,0.0
1500,0.0
1501,0.5
1502,0.0
1503,0.5
1504,0.5
1505,0.5
1506,1.0
1507,0.6666666666666666
1508,0.0
1509,1.0
1510,0.5
1511,0.6666666666666666
1512,0.6
1513,0.3333333333333333
1514,0.0
1515,0.5
1516,1.0
1517,0.5
1518,0.0
1519,1.0
1520,0.16666666666666666
1521,0.5714285714285714
1522,0.3333333333333333
1523,0.0
1524,0.0
1525,0.5
1526,0.6666666666666666
1527,1.0
1528,0.6666666666666666
1529,0.0
1530,0.2222222222222222
1531,0.75
1532,0.5
1533,0.5
1534,0.0
1535,1.0
1536,0.6666666666666666
1537,0.5
1538,0.6
1539,0.0
1540,0.0
1541,0.0
1542,0.5
1543,0.0
1544,0.0
1545,1.0
1546,0.125
1547,1.0
1548,0.0
1549,0.5
1550,0.0
1551,1.0
1552,0.3333333333333333
1553,0.0
1554,1.0
1555,0.5
1556,0.4
1557,0.5714285714285714
1558,0.6666666666666666
1559,0.6666666666666666
1560,0.0
1561,1.0
1562,0.0
1563,0.0
1564,0.75
1565,0.5
1566,0.0
1567,0.3333333333333333
1568,0.5
1569,0.0
1570,0.0
1571,0.5
1572,0.5
1573,0.5
1574,1.0
1575,0.5
1576,1.0
1577,1.0
1578,0.0
1579,1.0
1580,1.0
1581,0.5
1582,0.5
1583,0.6666666666666666
1584,0.5
1585,0.5
1586,0.5
1587,1.0
1588,1.0
1589,0.75
1590,0.6666666666666666
1591,1.0
1592,1.0
1593,0.5
1594,1.0
1595,1.0
1596,0.0
1597,0.5
1598,1.0
1599,0.25
1600,0.0
1601,0.5
1602,0.3333333333333333
1603,0.0
1604,0.5
1605,0.3333333333333333
1606,0.0
1607,0.0
1608,0.5
1609,0.125
1610,0.0
1611,0.0
1612,0.0
1613,0.5
1614,0.5
1615,0.0
1616,0.0
1617,0.0
1618,0.8
1619,1.0
1620,0.75
1621,0.0
1622,0.5
1623,0.5
1624,0.4
1625,1.0
1626,0.4
1627,0.0
1628,0.0
1629,0.6666666666666666
1630,1.0
1631,0.4
1632,0.5714285714285714
1633,0.875
1634,0.0
1635,0.42857142857142855
1636,0.5
1637,0.75
1638,0.6666666666666666
1639,0.0
1640,0.0
1641,0.0
1642,1.0
1643,1.0
1644,0.5
1645,1.0
1646,0.4
1647,1.0
1648,0.3333333333333333
1649,0.0
1650,0.5
1651,0.0
1652,1.0
1653,1.0
1654,1.0
1655,1.0
1656,0.0
1657,0.75
1658,0.0
1659,0.6666666666666666
1660,1.0
1661,0.0
1662,0.4
1663,0.3333333333333333
1664,1.0
1665,0.0
1666,0.0
1667,1.0
1668,0.0
1669,0.75
1670,0.0
1671,0.0
1672,1.0
1673,1.0
1674,0.6666666666666666
1675,0.2
1676,1.0
1677,0.75
1678,0.5
1679,0.6666666666666666
1680,0.25
1681,1.0
1682,0.3333333333333333
1683,0.5
1684,0.5
1685,1.0
1686,0.5
1687,0.5
1688,0.0
1689,0.8333333333333334
1690,1.0
1691,1.0
1692,0.5
1693,1.0
1694,1.0
1695,0.6666666666666666
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,1.0
1701,0.6
1702,1.0
1703,1.0
1704,0.0
1705,1.0
1706,1.0
1707,1.0
1708,1.0
1709,0.2
1710,0.5
1711,0.3333333333333333
1712,0.0
1713,0.5
1714,0.25
1715,0.0
1716,0.6666666666666666
1717,0.0
1718,1.0
1719,0.3333333333333333
1720,0.5
1721,0.0
1722,0.5
1723,1.0
1724,0.5
1725,0.0
1726,0.3333333333333333
1727,1.0
1728,0.5
1729,1.0
1730,1.0
1731,0.0
1732,0.25
1733,1.0
1734,0.0
1735,0.0
1736,0.5
1737,0.5
1738,0.0
1739,0.5
1740,0.25
1741,1.0
1742,1.0
1743,0.25
1744,0.5
1745,1.0
1746,0.0
1747,0.25
1748,0.625
1749,0.0
1750,1.0
1751,0.5
1752,0.5555555555555556
1753,1.0
1754,0.0
1755,0.0
1756,0.5
1757,0.75
1758,1.0
1759,1.0
1760,1.0
1761,1.0
1762,0.0
1763,1.0
1764,0.5
1765,0.5
1766,0.5
1767,0.0
1768,0.0
1769,0.3333333333333333
1770,0.0
1771,0.0
1772,1.0
1773,0.5
1774,0.5
1775,0.3333333333333333
1776,0.5
1777,1.0
1778,0.375
1779,1.0
1780,0.0
1781,1.0
1782,0.3333333333333333
1783,1.0
1784,0.5
1785,1.0
1786,1.0
1787,0.75
1788,0.0
1789,1.0
1790,0.5
1791,1.0
1792,0.6666666666666666
1793,1.0
1794,0.6666666666666666
1795,0.0
1796,0.5
1797,0.375
1798,0.8
1799,1.0
1800,0.0
1801,0.5
1802,0.0
1803,0.2
1804,1.0
1805,0.0
1806,1.0
1807,0.6666666666666666
1808,0.6666666666666666
1809,0.3333333333333333
1810,0.6666666666666666
1811,0.5
1812,0.3333333333333333
1813,1.0
1814,0.0
1815,1.0
1816,1.0
1817,1.0
1818,0.5
1819,1.0
1820,1.0
1821,0.0
1822,0.0
1823,1.0
1824,0.0
1825,0.0
1826,0.3333333333333333
1827,0.8
1828,0.0
1829,1.0
1830,0.5
1831,0.8
1832,0.0
1833,0.625
1834,1.0
1835,0.8333333333333334
1836,0.3333333333333333
1837,0.4
1838,1.0
1839,0.3333333333333333
1840,0.0
1841,1.0
1842,0.6666666666666666
1843,0.0
1844,0.5
1845,0.0
1846,0.25
1847,1.0
1848,0.0
1849,1.0
1850,1.0
1851,0.3333333333333333
1852,0.25
1853,0.0
1854,0.5
1855,1.0
1856,0.4
1857,0.3333333333333333
1858,0.6666666666666666
1859,0.0
1860,0.0
1861,0.42857142857142855
1862,0.6666666666666666
1863,0.6
1864,0.5714285714285714
1865,1.0
1866,0.0
1867,0.0
1868,0.6666666666666666
1869,1.0
1870,0.6666666666666666
1871,0.4
1872,0.0
1873,0.5
1874,0.5
1875,0.0
1876,0.3333333333333333
1877,0.2857142857142857
1878,0.0
1879,0.0
1880,1.0
1881,1.0
1882,0.0
1883,0.3333333333333333
1884,0.6666666666666666
1885,1.0
1886,1.0
1887,1.0
1888,0.5
1889,1.0
1890,1.0
1891,0.5
1892,0.0
1893,0.0
1894,1.0
1895,1.0
1896,1.0
1897,1.0
1898,0.0
1899,1.0
1900,0.4
1901,0.5
1902,1.0
1903,0.6666666666666666
1904,0.2
1905,1.0
1906,0.3333333333333333
1907,0.6666666666666666
1908,1.0
1909,0.6666666666666666
1910,0.0
1911,0.5
1912,0.0
1913,0.4
