,h2h
6369,0.0
6370,1.0
6371,0.8
6372,0.5
6373,1.0
6374,1.0
6375,1.0
6376,0.5
6377,0.5
6378,1.0
6379,0.6666666666666666
6380,0.0
6381,0.6666666666666666
6382,0.0
6383,0.5
6384,0.0
6385,1.0
6386,0.5
6387,1.0
6388,0.0
6389,0.5
6390,0.0
6391,1.0
6392,0.25
6393,0.0
6394,0.625
6395,1.0
6396,0.0
6397,0.0
6398,0.75
6399,0.5
6400,0.0
6401,0.5
6402,1.0
6403,0.0
6404,1.0
6405,1.0
6406,0.6
6407,0.6666666666666666
6408,1.0
6409,0.5
6410,0.0
6411,0.8
6412,0.3333333333333333
6413,0.0
6414,1.0
6415,1.0
6416,0.5
6417,0.0
6418,0.0
6419,1.0
6420,1.0
6421,0.5
6422,0.6666666666666666
6423,0.0
6424,0.0
6425,1.0
6426,1.0
6427,0.5
6428,1.0
6429,1.0
6430,0.5
6431,1.0
6432,0.0
6433,1.0
6434,1.0
6435,0.75
6436,0.6666666666666666
6437,0.0
6438,0.3333333333333333
6439,1.0
6440,0.6666666666666666
6441,0.0
6442,0.0
6443,0.0
6444,1.0
6445,1.0
6446,1.0
6447,0.14285714285714285
6448,0.0
6449,0.4
6450,0.0
6451,0.7142857142857143
6452,0.6666666666666666
6453,1.0
6454,0.6666666666666666
6455,1.0
6456,0.8571428571428571
6457,0.5
6458,0.5
6459,0.6
6460,0.0
6461,0.0
6462,0.5
6463,0.3333333333333333
6464,0.0
6465,1.0
6466,0.3333333333333333
6467,0.6666666666666666
6468,0.0
6469,0.0
6470,0.0
6471,1.0
6472,0.5
6473,1.0
6474,0.5
6475,0.6
6476,0.5
6477,0.0
6478,0.0
6479,0.25
6480,0.0
6481,0.0
6482,0.6
6483,0.0
6484,0.5
6485,1.0
6486,0.75
6487,0.0
6488,0.6666666666666666
6489,1.0
6490,0.6666666666666666
6491,0.5
6492,0.2857142857142857
6493,0.0
6494,0.0
6495,1.0
6496,0.5
6497,0.0
6498,1.0
6499,0.3333333333333333
6500,1.0
6501,0.5
6502,0.3333333333333333
6503,0.5
6504,0.6666666666666666
6505,0.75
6506,1.0
6507,1.0
6508,0.8571428571428571
6509,0.0
6510,0.3333333333333333
6511,0.25
6512,0.3333333333333333
6513,0.0
6514,0.0
6515,0.6
6516,0.8
6517,0.5
6518,0.0
6519,0.6666666666666666
6520,0.6666666666666666
6521,0.5
6522,1.0
6523,1.0
6524,0.25
6525,0.3333333333333333
6526,0.0
6527,0.0
6528,1.0
6529,0.0
6530,0.5
6531,0.0
6532,1.0
6533,0.4
6534,0.5
6535,0.5
6536,1.0
6537,1.0
6538,0.7142857142857143
6539,1.0
6540,0.0
6541,1.0
6542,0.42857142857142855
6543,0.0
6544,0.4444444444444444
6545,0.5
6546,1.0
6547,0.0
6548,0.5
6549,0.0
6550,0.0
6551,0.5
6552,1.0
6553,1.0
6554,0.5
6555,0.5
6556,0.5
6557,0.7142857142857143
6558,1.0
6559,0.3333333333333333
6560,0.5
6561,0.0
6562,0.5
6563,1.0
6564,0.5555555555555556
6565,0.0
6566,0.3333333333333333
6567,0.0
6568,0.3333333333333333
6569,0.25
6570,1.0
6571,0.5
6572,0.3333333333333333
6573,1.0
6574,0.5
6575,0.6
6576,0.0
6577,0.75
6578,1.0
6579,0.6666666666666666
6580,0.0
6581,0.0
6582,0.3333333333333333
6583,1.0
6584,0.5
6585,0.0
6586,0.16666666666666666
6587,1.0
6588,1.0
6589,0.14285714285714285
6590,0.375
6591,0.0
6592,0.0
6593,1.0
6594,0.0
6595,0.75
6596,1.0
6597,0.0
6598,1.0
6599,0.5
6600,0.5
6601,0.3333333333333333
6602,0.5
6603,0.5
6604,0.5714285714285714
6605,0.4
6606,1.0
6607,0.5714285714285714
6608,0.75
6609,0.75
6610,0.0
6611,0.0
6612,0.6666666666666666
6613,1.0
6614,1.0
6615,0.0
6616,0.0
6617,0.0
6618,0.6
6619,0.5833333333333334
6620,0.6666666666666666
6621,0.3333333333333333
6622,0.25
6623,1.0
6624,0.0
6625,0.0
6626,0.0
6627,0.5
6628,0.0
6629,0.3333333333333333
6630,1.0
6631,0.0
6632,0.3
6633,0.8
6634,0.3333333333333333
6635,0.0
6636,0.0
6637,1.0
6638,0.5
6639,1.0
6640,0.0
6641,0.3333333333333333
6642,0.8333333333333334
6643,0.5
6644,0.6
6645,1.0
6646,1.0
6647,1.0
6648,0.0
6649,0.75
6650,0.0
6651,1.0
6652,0.125
6653,1.0
6654,1.0
6655,0.4166666666666667
6656,1.0
6657,0.0
6658,0.5
6659,0.3333333333333333
6660,0.0
6661,1.0
6662,1.0
6663,1.0
6664,0.0
6665,0.42857142857142855
6666,0.0
6667,0.8333333333333334
6668,0.6666666666666666
6669,0.3333333333333333
6670,0.3333333333333333
6671,0.0
6672,0.3333333333333333
6673,1.0
6674,0.4
6675,0.3333333333333333
6676,1.0
6677,1.0
6678,0.4
6679,0.0
6680,0.6666666666666666
6681,0.0
6682,0.5
6683,0.0
6684,0.75
6685,0.3333333333333333
6686,0.0
6687,0.0
6688,0.0
6689,0.0
6690,1.0
6691,0.2857142857142857
6692,1.0
6693,0.0
6694,1.0
6695,0.5
6696,0.0
6697,1.0
6698,1.0
6699,0.0
6700,0.0
6701,0.0
6702,1.0
6703,0.0
6704,0.0
6705,0.0
6706,0.0
6707,0.0
6708,0.8
6709,1.0
6710,0.2
6711,0.6666666666666666
6712,0.3333333333333333
6713,0.0
6714,1.0
6715,0.0
6716,0.0
6717,1.0
6718,1.0
6719,0.4166666666666667
6720,1.0
6721,0.0
6722,0.75
6723,0.5
6724,0.5
6725,1.0
6726,0.0
6727,0.0
6728,0.0
6729,1.0
6730,1.0
6731,0.5
6732,0.75
6733,0.0
6734,1.0
6735,0.6
6736,0.0
6737,0.6666666666666666
6738,0.5
6739,0.0
6740,0.0
6741,0.0
6742,0.0
6743,1.0
6744,0.6
6745,0.25
6746,0.0
6747,0.0
6748,1.0
6749,0.5
6750,0.5714285714285714
6751,0.5
6752,1.0
6753,0.6666666666666666
6754,0.3333333333333333
6755,0.8
6756,1.0
6757,0.0
6758,0.0
6759,1.0
6760,1.0
6761,0.0
6762,1.0
6763,0.6666666666666666
6764,0.4
6765,0.25
6766,1.0
6767,0.2857142857142857
6768,0.8
6769,0.5
6770,0.6
6771,0.0
6772,1.0
6773,1.0
6774,0.6666666666666666
6775,0.0
6776,0.0
6777,0.6666666666666666
6778,0.625
6779,1.0
6780,0.0
6781,0.5
6782,0.0
6783,1.0
6784,1.0
6785,0.6666666666666666
6786,0.75
6787,0.5
6788,1.0
6789,0.0
6790,0.4
6791,0.0
6792,1.0
6793,0.0
6794,0.0
6795,0.25
6796,0.75
6797,0.5
6798,0.0
6799,0.5
6800,0.0
6801,0.0
6802,0.3333333333333333
6803,1.0
6804,1.0
6805,0.0
6806,0.5
6807,0.7142857142857143
6808,1.0
6809,0.5
6810,0.25
6811,0.0
6812,0.5
6813,0.5555555555555556
6814,0.0
6815,0.6666666666666666
6816,0.0
6817,0.375
6818,0.3333333333333333
6819,0.0
6820,0.75
6821,0.5
6822,1.0
6823,0.0
6824,0.0
6825,0.5
6826,0.6666666666666666
6827,1.0
6828,1.0
6829,0.5
6830,1.0
6831,1.0
6832,0.5
6833,0.6
6834,0.0
6835,0.5
6836,0.0
6837,0.0
6838,0.0
6839,0.5
6840,0.0
6841,1.0
6842,0.25
6843,0.0
6844,0.3333333333333333
6845,0.0
6846,0.8571428571428571
6847,0.5
6848,1.0
6849,1.0
6850,1.0
6851,1.0
6852,0.0
6853,1.0
6854,1.0
6855,0.5
6856,0.5
6857,0.5
6858,0.0
6859,0.5
6860,0.0
6861,0.75
6862,1.0
6863,1.0
6864,0.3333333333333333
6865,0.6
6866,0.5
6867,0.75
6868,0.0
6869,0.5
6870,0.0
6871,0.3333333333333333
6872,0.0
6873,0.5
6874,0.6
6875,0.5
6876,0.75
6877,0.3333333333333333
6878,0.0
6879,1.0
6880,0.5
6881,0.4
6882,0.3333333333333333
6883,1.0
6884,0.3333333333333333
6885,1.0
6886,0.0
6887,0.16666666666666666
6888,0.5
6889,1.0
6890,1.0
6891,0.6
6892,0.5
6893,0.3333333333333333
6894,0.4
6895,0.0
6896,0.0
6897,1.0
6898,0.6666666666666666
6899,0.0
6900,0.0
6901,1.0
6902,0.6666666666666666
6903,0.0
6904,0.3333333333333333
6905,0.0
6906,1.0
6907,0.0
6908,0.0
6909,0.3333333333333333
6910,0.5
6911,1.0
6912,0.5
6913,0.375
6914,0.5
6915,0.0
6916,0.25
6917,0.6666666666666666
6918,1.0
6919,0.5
6920,0.8
6921,0.0
6922,0.3333333333333333
6923,0.2857142857142857
6924,0.5
6925,0.4
6926,0.5
6927,1.0
6928,0.5
6929,1.0
6930,1.0
6931,0.0
6932,0.25
6933,0.0
6934,0.5
6935,0.6666666666666666
6936,0.5
6937,1.0
6938,0.5
6939,0.6666666666666666
6940,0.3333333333333333
6941,0.3333333333333333
6942,0.8333333333333334
6943,0.3333333333333333
6944,1.0
6945,1.0
6946,0.4
6947,1.0
6948,1.0
6949,0.4
6950,0.5
6951,0.0
6952,0.0
6953,0.25
6954,0.0
6955,0.6
6956,1.0
6957,1.0
6958,0.0
6959,0.0
6960,0.0
6961,0.0
6962,0.3333333333333333
6963,0.6666666666666666
6964,1.0
6965,0.5
6966,0.5
6967,0.0
6968,0.0
6969,0.0
6970,1.0
6971,0.5
6972,0.0
6973,0.0
6974,1.0
6975,0.5
6976,0.6666666666666666
6977,0.0
6978,0.3333333333333333
6979,1.0
6980,0.0
6981,0.2857142857142857
6982,0.6666666666666666
6983,1.0
6984,0.25
6985,0.5
6986,1.0
6987,0.0
6988,0.6666666666666666
6989,0.25
6990,0.75
6991,0.625
6992,0.5
6993,0.0
6994,0.8
6995,0.0
6996,1.0
6997,0.8
6998,0.0
6999,1.0
7000,0.2
7001,0.0
7002,1.0
7003,1.0
7004,1.0
7005,0.5454545454545454
7006,1.0
7007,0.5
7008,0.5
7009,0.5
7010,0.5
7011,0.0
7012,0.0
7013,0.0
7014,0.6666666666666666
7015,1.0
7016,0.0
7017,1.0
7018,1.0
7019,0.42857142857142855
7020,0.0
7021,0.6666666666666666
7022,0.0
7023,0.3333333333333333
7024,0.0
7025,0.2
7026,1.0
7027,1.0
7028,0.4166666666666667
7029,0.16666666666666666
7030,0.0
7031,0.4
7032,0.0
7033,0.3333333333333333
7034,1.0
7035,1.0
7036,1.0
7037,1.0
7038,0.0
7039,1.0
7040,1.0
7041,0.0
7042,0.5
7043,0.5
7044,0.5
7045,0.5
7046,0.4
7047,0.4
7048,0.5
7049,0.5
7050,1.0
7051,0.0
7052,0.375
7053,0.8
7054,1.0
7055,0.0
7056,1.0
7057,1.0
7058,0.16666666666666666
7059,0.0
7060,0.5
7061,0.0
7062,1.0
7063,0.5
7064,1.0
7065,1.0
7066,0.0
7067,1.0
7068,0.0
7069,0.0
7070,0.3333333333333333
7071,0.0
7072,0.0
7073,0.6666666666666666
7074,0.5
7075,0.0
7076,0.6
7077,1.0
7078,0.4
7079,0.5
7080,0.6666666666666666
7081,0.2
7082,0.6666666666666666
7083,0.6666666666666666
7084,0.0
7085,0.5
7086,0.8
7087,0.5
7088,0.5
7089,0.25
7090,0.0
7091,0.7142857142857143
7092,0.0
7093,1.0
7094,0.3333333333333333
7095,0.42857142857142855
7096,0.4
7097,1.0
7098,0.5
7099,1.0
7100,0.5
7101,0.0
7102,1.0
7103,0.5
7104,0.0
7105,1.0
7106,0.5
7107,0.5
7108,0.4
7109,1.0
7110,1.0
7111,0.5
7112,0.0
7113,1.0
7114,0.0
7115,0.5
7116,0.6666666666666666
7117,0.0
7118,0.3333333333333333
7119,0.0
7120,0.3333333333333333
7121,1.0
7122,0.0
7123,1.0
7124,0.6666666666666666
7125,0.25
7126,0.0
7127,1.0
7128,0.0
7129,0.0
7130,0.5555555555555556
7131,0.6666666666666666
7132,0.0
7133,0.0
7134,0.5714285714285714
7135,1.0
7136,0.0
7137,0.0
7138,0.3333333333333333
7139,1.0
7140,0.5
7141,0.0
7142,0.0
7143,0.0
7144,1.0
7145,1.0
7146,0.5
7147,0.5
7148,0.5833333333333334
7149,0.3333333333333333
7150,1.0
7151,0.0
7152,0.3333333333333333
7153,0.5
7154,1.0
7155,0.5555555555555556
7156,0.0
7157,0.5
7158,0.4
7159,0.6666666666666666
7160,1.0
7161,0.75
7162,0.25
7163,0.4
7164,0.5
7165,1.0
7166,1.0
7167,0.8333333333333334
7168,1.0
7169,1.0
7170,0.0
7171,0.5
7172,0.0
7173,0.3333333333333333
7174,0.0
7175,0.2
7176,0.7142857142857143
7177,0.3
7178,0.6
7179,0.3333333333333333
7180,0.0
7181,1.0
7182,0.6666666666666666
7183,0.5
7184,1.0
7185,0.0
7186,0.8
7187,0.3333333333333333
7188,0.5
7189,0.0
7190,0.36363636363636365
7191,1.0
7192,1.0
7193,0.0
7194,1.0
7195,0.0
7196,0.0
7197,1.0
7198,0.7142857142857143
7199,0.5
7200,1.0
7201,0.5
7202,0.0
7203,1.0
7204,1.0
7205,0.5
7206,0.0
7207,0.0
7208,0.3333333333333333
7209,0.5
7210,0.3333333333333333
7211,1.0
7212,1.0
7213,0.75
7214,0.0
7215,0.0
7216,0.5
7217,0.25
7218,0.5
7219,0.5
7220,0.2727272727272727
7221,1.0
7222,0.0
7223,1.0
7224,0.5
7225,1.0
7226,0.3333333333333333
7227,0.5
7228,0.8
7229,0.0
7230,0.0
7231,0.0
7232,0.5833333333333334
7233,1.0
7234,0.5
7235,0.0
7236,0.6666666666666666
7237,0.6666666666666666
7238,0.0
7239,0.0
7240,0.6666666666666666
7241,1.0
7242,0.5
7243,0.5
7244,1.0
7245,1.0
7246,0.5
7247,0.25
7248,1.0
7249,1.0
7250,1.0
7251,1.0
7252,1.0
7253,1.0
7254,0.0
7255,0.5294117647058824
7256,1.0
7257,0.5
7258,1.0
7259,0.0
7260,0.0
7261,0.0
7262,0.5
7263,0.0
7264,0.5
7265,0.5
7266,0.3333333333333333
7267,0.0
7268,0.0
7269,1.0
7270,0.25
7271,0.0
7272,0.2
7273,0.5
7274,0.0
7275,0.0
7276,0.2
7277,1.0
7278,1.0
7279,1.0
7280,0.5
7281,0.5
7282,0.0
7283,0.0
7284,0.5
7285,1.0
7286,0.75
7287,0.5
7288,0.0
7289,0.0
7290,0.5
7291,1.0
7292,0.0
7293,1.0
7294,0.5
7295,0.5
7296,1.0
7297,0.0
7298,1.0
7299,0.3333333333333333
7300,0.5
7301,1.0
7302,0.5
7303,0.3333333333333333
7304,1.0
7305,0.0
7306,0.6666666666666666
7307,1.0
7308,0.0
7309,0.0
7310,1.0
7311,0.6666666666666666
7312,0.3333333333333333
7313,1.0
7314,0.4
7315,0.5
7316,0.0
7317,0.4
7318,1.0
7319,0.3333333333333333
7320,0.5
7321,1.0
7322,1.0
7323,0.25
7324,1.0
7325,0.6666666666666666
7326,1.0
7327,0.0
7328,1.0
7329,0.0
7330,0.0
7331,1.0
7332,0.6666666666666666
7333,0.0
7334,0.0
7335,0.5
7336,0.0
7337,0.3333333333333333
7338,0.6666666666666666
7339,0.0
7340,0.5
7341,0.4
7342,0.7142857142857143
7343,0.0
7344,0.5
7345,0.5
7346,0.2
7347,0.5
7348,0.0
7349,0.5
7350,0.6666666666666666
7351,0.3333333333333333
7352,0.875
7353,0.0
7354,1.0
7355,0.0
7356,0.5
7357,0.5
7358,1.0
7359,0.0
7360,0.6666666666666666
7361,0.75
7362,0.0
7363,1.0
7364,0.0
7365,0.5
7366,1.0
7367,0.6666666666666666
7368,0.5
7369,0.25
7370,0.3333333333333333
7371,1.0
7372,1.0
7373,0.4
7374,1.0
7375,0.0
7376,0.0
7377,1.0
7378,0.6666666666666666
7379,0.0
7380,1.0
7381,1.0
7382,1.0
7383,0.5
7384,0.6666666666666666
7385,1.0
7386,0.0
7387,0.3333333333333333
7388,1.0
7389,1.0
7390,0.5
7391,0.6666666666666666
7392,0.6666666666666666
7393,0.5
7394,0.0
7395,0.5
7396,1.0
7397,1.0
7398,0.45454545454545453
7399,0.25
7400,0.0
7401,0.0
7402,0.3333333333333333
7403,0.2857142857142857
7404,1.0
7405,0.5
7406,0.5
7407,0.0
7408,0.6
7409,1.0
7410,0.16666666666666666
7411,1.0
7412,0.0
7413,0.0
7414,0.0
7415,0.0
7416,0.0
7417,0.5
7418,0.6666666666666666
7419,0.0
7420,0.0
7421,0.3333333333333333
7422,1.0
7423,1.0
7424,0.75
7425,1.0
7426,1.0
7427,0.0
7428,1.0
7429,1.0
7430,0.0
7431,1.0
7432,0.0
7433,0.5
7434,0.5
7435,1.0
7436,1.0
7437,1.0
7438,0.3333333333333333
7439,1.0
7440,1.0
7441,0.0
7442,1.0
7443,0.5
7444,0.6
7445,0.0
7446,0.3333333333333333
7447,1.0
7448,1.0
7449,0.7142857142857143
7450,0.7142857142857143
7451,0.0
7452,0.0
7453,0.3333333333333333
7454,1.0
7455,1.0
7456,1.0
7457,1.0
7458,0.0
7459,0.0
7460,1.0
7461,0.0
7462,1.0
7463,0.5
7464,1.0
7465,0.7142857142857143
7466,0.6666666666666666
7467,0.5
7468,0.0
7469,0.0
7470,1.0
7471,0.3333333333333333
7472,0.0
7473,0.25
7474,0.0
7475,0.3333333333333333
7476,0.5
7477,0.0
7478,0.25
7479,1.0
7480,0.7142857142857143
7481,0.0
7482,0.5
7483,0.0
7484,0.0
7485,1.0
7486,0.5
7487,0.0
7488,0.0
7489,1.0
7490,0.0
7491,0.5454545454545454
7492,0.6666666666666666
7493,0.6666666666666666
7494,0.0
7495,1.0
7496,0.6666666666666666
7497,1.0
7498,1.0
7499,1.0
7500,0.0
7501,1.0
7502,1.0
7503,1.0
7504,0.6
7505,0.0
7506,1.0
7507,0.8
7508,0.6666666666666666
7509,0.5
7510,0.0
7511,0.0
7512,0.5
7513,0.2857142857142857
7514,1.0
7515,1.0
7516,1.0
7517,0.0
7518,0.0
7519,0.5
7520,1.0
7521,1.0
7522,0.0
7523,0.0
7524,0.6666666666666666
7525,1.0
7526,1.0
7527,0.4
7528,0.0
7529,1.0
7530,0.0
7531,1.0
7532,0.5
7533,0.6666666666666666
7534,0.5
7535,1.0
7536,0.5
7537,0.0
7538,0.5
7539,0.0
7540,0.0
7541,0.0
7542,0.5
7543,0.5
7544,0.0
7545,0.0
7546,0.0
7547,1.0
7548,0.0
7549,0.25
7550,0.3333333333333333
7551,0.5
7552,0.75
7553,1.0
7554,0.4444444444444444
7555,1.0
7556,1.0
7557,1.0
7558,0.3333333333333333
7559,1.0
7560,0.3333333333333333
7561,1.0
7562,0.0
7563,0.0
7564,0.25
7565,0.0
7566,0.0
7567,1.0
7568,0.6666666666666666
7569,0.0
7570,0.0
7571,1.0
7572,1.0
7573,0.0
7574,0.0
7575,1.0
7576,0.5
7577,0.3333333333333333
7578,1.0
7579,1.0
7580,0.0
7581,1.0
7582,1.0
7583,0.2857142857142857
7584,0.6666666666666666
7585,0.0
7586,0.5
7587,1.0
7588,1.0
7589,0.0
7590,0.0
7591,0.6
7592,0.0
7593,0.2
7594,1.0
7595,0.25
7596,0.5
7597,0.3333333333333333
7598,0.0
7599,0.0
7600,0.5
7601,0.25
7602,1.0
7603,0.0
7604,1.0
7605,1.0
7606,0.5
7607,0.5
7608,1.0
7609,0.0
7610,0.0
7611,0.3333333333333333
7612,1.0
7613,0.0
7614,0.0
7615,0.0
7616,0.8
7617,0.0
7618,0.3333333333333333
7619,0.0
7620,0.0
7621,0.0
7622,0.25
7623,0.375
7624,0.5
7625,0.0
7626,1.0
7627,0.0
7628,0.0
7629,0.0
7630,0.5
7631,0.0
7632,0.3333333333333333
7633,0.0
7634,0.5
7635,1.0
7636,1.0
7637,0.625
7638,0.75
7639,0.5
7640,0.0
7641,0.0
7642,1.0
7643,1.0
7644,0.2
7645,1.0
7646,0.3333333333333333
7647,0.6
7648,0.2
7649,0.5
7650,1.0
7651,1.0
7652,0.5384615384615384
7653,1.0
7654,1.0
7655,1.0
7656,0.0
7657,0.3333333333333333
7658,0.0
7659,1.0
7660,0.5
7661,1.0
7662,0.25
7663,1.0
7664,0.5
7665,0.6666666666666666
7666,0.0
7667,0.7
7668,0.5
7669,0.0
7670,0.0
7671,0.5
7672,1.0
7673,0.25
7674,1.0
7675,0.5
7676,0.0
7677,0.42857142857142855
7678,1.0
7679,0.7142857142857143
7680,0.0
7681,1.0
7682,1.0
7683,1.0
7684,0.0
7685,0.5
7686,0.75
7687,1.0
7688,0.6
7689,0.3333333333333333
7690,0.0
7691,1.0
7692,1.0
7693,1.0
7694,1.0
7695,1.0
7696,1.0
7697,0.0
7698,0.3333333333333333
7699,0.5
7700,0.0
7701,1.0
7702,0.25
7703,0.0
7704,0.0
7705,0.4
7706,0.0
7707,1.0
7708,0.0
7709,0.5
7710,0.3333333333333333
7711,0.5
7712,0.5
7713,0.0
7714,0.3333333333333333
7715,0.5
7716,1.0
7717,0.625
7718,0.5714285714285714
7719,1.0
7720,1.0
7721,0.8
7722,0.5
7723,1.0
7724,0.3333333333333333
7725,0.0
7726,0.0
7727,0.0
7728,0.6666666666666666
7729,0.6666666666666666
7730,0.3333333333333333
7731,0.42857142857142855
7732,0.0
7733,1.0
7734,0.0
7735,1.0
7736,1.0
7737,1.0
7738,0.25
7739,0.0
7740,1.0
7741,0.375
7742,1.0
7743,0.0
7744,0.5
7745,0.6666666666666666
7746,0.8
7747,0.0
7748,0.5
7749,0.375
7750,0.0
7751,0.5
7752,0.5
7753,0.5
7754,0.0
7755,0.5
7756,0.5
7757,0.5833333333333334
7758,0.5
7759,0.4
7760,0.6666666666666666
7761,0.25
7762,1.0
7763,0.0
7764,1.0
7765,0.6666666666666666
7766,0.0
7767,1.0
7768,0.0
7769,0.0
7770,0.5
7771,0.0
7772,1.0
7773,0.0
7774,1.0
7775,1.0
7776,0.3333333333333333
7777,0.75
7778,1.0
7779,1.0
7780,0.5
7781,0.7142857142857143
7782,1.0
7783,0.0
7784,0.0
7785,0.5714285714285714
7786,0.75
7787,0.6666666666666666
7788,0.5
7789,0.0
7790,0.0
7791,0.0
7792,0.6666666666666666
7793,0.5
7794,0.0
7795,0.0
7796,1.0
7797,0.5
7798,0.5
7799,0.25
7800,1.0
7801,0.6
7802,1.0
7803,1.0
7804,0.5
7805,0.0
7806,1.0
7807,0.5
7808,0.5
7809,0.0
7810,0.5555555555555556
7811,1.0
7812,0.0
7813,0.6666666666666666
7814,0.0
7815,1.0
7816,0.5
7817,0.3333333333333333
7818,0.3333333333333333
7819,0.3333333333333333
7820,0.0
7821,0.0
7822,0.0
7823,0.0
7824,0.0
7825,0.6
7826,0.0
7827,0.5
7828,1.0
7829,0.0
7830,1.0
7831,0.5714285714285714
7832,1.0
7833,1.0
7834,0.75
7835,0.0
7836,0.5714285714285714
7837,0.6666666666666666
7838,1.0
7839,0.5
7840,0.5
7841,0.5
7842,0.4
7843,1.0
7844,0.5714285714285714
7845,0.0
7846,1.0
7847,0.6666666666666666
7848,0.0
7849,1.0
7850,1.0
7851,0.25
7852,0.0
7853,0.0
7854,0.0
7855,1.0
7856,0.6666666666666666
7857,1.0
7858,1.0
7859,1.0
7860,1.0
7861,1.0
7862,0.6666666666666666
7863,0.0
7864,0.0
7865,0.5
7866,0.7142857142857143
7867,1.0
7868,0.5
7869,0.5
7870,0.6666666666666666
7871,1.0
7872,0.3333333333333333
7873,1.0
7874,0.5
7875,1.0
7876,0.0
7877,0.0
7878,0.5
7879,1.0
7880,0.0
7881,1.0
7882,0.0
7883,1.0
7884,1.0
7885,0.0
7886,0.5714285714285714
7887,0.0
7888,0.5
7889,1.0
7890,0.0
7891,0.4
7892,0.5
7893,0.0
7894,0.6666666666666666
7895,0.7142857142857143
7896,0.75
7897,0.5454545454545454
7898,1.0
7899,1.0
7900,1.0
7901,0.25
7902,0.0
7903,1.0
7904,0.5
7905,0.5
7906,0.6
7907,1.0
7908,0.4
7909,0.0
7910,0.0
7911,1.0
7912,0.8
7913,0.5
7914,0.6666666666666666
7915,0.0
7916,1.0
7917,1.0
7918,0.0
7919,0.0
7920,0.0
7921,1.0
7922,1.0
7923,1.0
7924,0.5
7925,0.0
7926,0.375
7927,0.6666666666666666
7928,1.0
7929,0.0
7930,0.0
7931,0.5
7932,0.6666666666666666
7933,0.3333333333333333
7934,0.0
7935,0.5
7936,0.3333333333333333
7937,0.16666666666666666
7938,1.0
7939,0.0
7940,0.5
7941,1.0
7942,0.6
7943,0.0
7944,0.6666666666666666
7945,0.6666666666666666
7946,0.0
7947,0.5
7948,0.5
7949,0.5
7950,0.6
7951,0.0
7952,0.8
7953,1.0
7954,1.0
7955,0.0
7956,0.4
7957,0.0
7958,0.0
7959,1.0
7960,0.0
7961,0.6666666666666666
7962,0.0
7963,1.0
7964,0.5
7965,1.0
7966,0.5
7967,0.0
7968,0.3333333333333333
7969,0.0
7970,0.0
7971,0.0
7972,0.0
7973,0.0
7974,0.6666666666666666
7975,0.6
7976,1.0
7977,0.0
7978,0.5
7979,0.25
7980,0.0
7981,0.3333333333333333
7982,0.0
7983,0.5
7984,0.0
7985,0.0
7986,0.6666666666666666
7987,1.0
7988,0.0
7989,0.5
7990,0.5
7991,0.6666666666666666
7992,0.5
7993,0.3333333333333333
7994,0.5
7995,0.4166666666666667
7996,0.0
7997,0.0
7998,0.5
7999,1.0
8000,1.0
8001,0.6666666666666666
8002,1.0
8003,1.0
8004,0.5
8005,0.3333333333333333
8006,0.0
8007,1.0
8008,0.6
8009,0.8
8010,1.0
8011,1.0
8012,1.0
8013,0.25
8014,0.0
8015,0.0
8016,0.0
8017,1.0
8018,1.0
8019,1.0
8020,1.0
8021,1.0
8022,0.5
8023,0.25
8024,0.6666666666666666
8025,0.6666666666666666
8026,0.0
8027,1.0
8028,0.5
8029,1.0
8030,0.0
8031,1.0
8032,1.0
8033,1.0
8034,1.0
8035,0.5714285714285714
8036,0.3333333333333333
8037,0.0
8038,1.0
8039,1.0
8040,1.0
8041,0.75
8042,0.6666666666666666
8043,0.0
8044,0.6666666666666666
8045,0.4
8046,1.0
8047,0.3333333333333333
8048,0.7
8049,0.5
8050,0.0
8051,1.0
8052,0.0
8053,1.0
8054,1.0
8055,0.75
8056,1.0
8057,1.0
8058,1.0
8059,0.3333333333333333
8060,1.0
8061,0.0
8062,0.0
8063,0.5
8064,0.4
8065,0.5
8066,1.0
8067,1.0
8068,0.5
8069,0.6666666666666666
8070,0.5714285714285714
8071,1.0
8072,0.0
8073,0.0
8074,0.0
8075,0.6666666666666666
8076,1.0
8077,0.6666666666666666
8078,0.0
8079,0.6666666666666666
8080,0.25
8081,0.0
8082,0.5
8083,1.0
8084,0.6
8085,0.3333333333333333
8086,0.5
8087,1.0
8088,0.25
8089,0.5
8090,0.0
8091,0.0
8092,0.5
8093,1.0
8094,0.0
8095,0.0
8096,0.0
8097,0.5
8098,0.5555555555555556
8099,0.0
8100,0.0
8101,0.0
8102,0.0
8103,1.0
8104,0.3333333333333333
8105,1.0
8106,0.5
8107,1.0
8108,0.0
8109,0.3333333333333333
8110,1.0
8111,0.6666666666666666
8112,0.0
8113,0.3333333333333333
8114,0.3333333333333333
8115,1.0
8116,0.5
8117,0.3333333333333333
8118,1.0
8119,0.4
8120,0.0
8121,0.0
8122,0.6666666666666666
8123,0.0
8124,1.0
8125,0.3333333333333333
8126,0.5
8127,0.25
8128,0.5
8129,0.0
8130,0.6666666666666666
8131,1.0
8132,0.5
8133,0.2857142857142857
8134,0.3333333333333333
8135,0.0
8136,0.5
8137,0.5
8138,0.5
8139,0.6666666666666666
8140,1.0
8141,0.0
8142,0.3333333333333333
8143,0.5
8144,0.75
8145,1.0
8146,0.3333333333333333
8147,0.5
8148,0.4
